,Client ID,Client tenure year,Client tenure month,Age,Gender,Number of accounts,Balance,Calls 6 months,Log-ons 6 months,Age Group,Tenure Groups
68683,9419922,12,145,34,M,2,31920,3,3,Adult,Noob
68684,6471316,14,168,42,M,2,39712,2,2,Adult,Noob
68685,4471431,9,108,27,M,4,51118,7,7,Adult,New
68686,8211062,14,176,33,F,2,43798,3,3,Adult,Noob
68687,2322628,11,142,71,F,2,64908,2,2,Senior,Noob
68688,7272069,19,239,56,F,2,28442,7,7,Adult,Noob
68689,944112,6,73,25,U,2,21495,7,7,Adult,New
68690,2451583,7,86,31,U,2,53797,6,6,Adult,New
68691,8174726,4,58,32,U,2,34217,5,5,Adult,New
68692,6513173,9,112,49,F,2,140277,3,3,Adult,New
68693,8430656,13,166,52,F,2,146237,2,2,Adult,Noob
68694,3835541,9,113,28,F,2,18500,7,7,Adult,New
68695,5384215,16,203,45,M,2,65581,1,1,Adult,Noob
68696,5032045,5,66,48,U,2,55470,2,2,Adult,New
68697,7123625,16,193,15,F,2,69508,3,3,Teen,Noob
68698,2329647,22,273,54,F,3,189446,6,6,Adult,Young
68699,4626849,31,373,55,M,4,297736,4,4,Adult,Experimented
68700,7773993,20,250,56,F,2,274085,4,4,Adult,Young
68701,498543,13,165,34,M,2,104697,3,3,Adult,Noob
68702,1825410,14,168,50,F,3,336525,2,3,Adult,Noob
68703,9160169,3,47,25,U,2,22278,2,2,Adult,New
68704,8490719,5,70,29,U,2,25425,1,1,Adult,New
68705,2524949,5,60,60,U,2,24818,2,2,Adult,New
68706,5802366,4,57,37,U,2,28491,7,7,Adult,New
68707,4518200,12,149,58,M,2,490981,3,3,Adult,Noob
68708,5486217,5,61,38,U,2,67004,7,7,Adult,New
68709,2901278,16,199,60,F,2,27264,3,3,Adult,Noob
68710,6060463,15,180,44,M,2,336480,4,4,Adult,Noob
68711,4014467,6,82,54,U,2,305370,2,2,Adult,New
68712,5373311,9,113,29,M,2,28846,7,7,Adult,New
68713,3199675,8,106,43,F,2,62317,4,4,Adult,New
68714,4177005,13,163,54,F,2,60194,5,5,Adult,Noob
68715,5478419,7,87,69,U,3,88357,6,6,Senior,New
68716,468036,13,157,36,M,2,73389,7,7,Adult,Noob
68717,9198823,12,154,48,M,2,240525,6,6,Adult,Noob
68718,9760726,25,309,80,F,2,80318,3,3,Senior,Young
68719,8017509,21,258,51,F,2,352245,3,3,Adult,Young
68720,76574,21,257,45,F,3,34303,3,3,Adult,Young
68721,2898249,5,64,57,U,2,108672,6,6,Adult,New
68722,115793,5,63,22,U,2,32175,7,7,Adult,New
68723,6927831,14,178,65,F,4,103714,6,6,Senior,Noob
68724,3606225,12,154,54,F,2,28071,2,2,Adult,Noob
68725,5090119,5,68,29,U,2,223898,3,3,Adult,New
68726,3016975,5,70,34,U,3,19985,3,3,Adult,New
68727,7522801,6,72,21,U,3,59088,3,3,Adult,New
68728,337364,4,59,50,U,2,34233,3,3,Adult,New
68729,6255660,5,65,24,U,2,25782,7,7,Adult,New
68730,5656414,5,70,51,U,2,46012,4,4,Adult,New
68731,2556991,6,76,59,U,2,62693,3,3,Adult,New
68732,8319936,9,113,26,F,2,54886,4,4,Adult,New
68733,243868,11,142,20,M,2,55653,6,6,Adult,Noob
68734,6089597,7,89,47,U,2,21175,7,7,Adult,New
68735,2615856,13,157,63,M,2,1343507,7,7,Senior,Noob
68736,4007521,6,73,44,U,2,29293,3,3,Adult,New
68737,9167640,10,127,44,F,2,283811,2,2,Adult,New
68738,3609537,20,250,71,F,2,302890,5,5,Senior,Young
68739,6863690,6,74,25,U,2,25476,7,7,Adult,New
68740,6293301,19,239,44,F,3,843442,5,5,Adult,Noob
68741,7562886,14,178,52,F,2,27188,2,2,Adult,Noob
68742,4367468,5,65,29,U,2,274252,3,3,Adult,New
68743,3340879,13,167,23,M,2,70055,4,4,Adult,Noob
68744,5863279,15,182,60,F,2,15580,1,1,Adult,Noob
68745,8295013,9,112,18,F,3,104011,7,7,Adult,New
68746,2936929,15,189,34,M,2,23665,2,2,Adult,Noob
68747,3842140,7,90,44,M,3,218648,7,7,Adult,New
68748,3997595,15,189,60,M,2,23425,4,4,Adult,Noob
68749,3678420,12,152,26,M,2,20435,7,7,Adult,Noob
68750,121913,5,64,18,M,3,42684,2,2,Adult,New
68751,3373445,5,64,26,U,3,36282,7,7,Adult,New
68752,5971843,22,274,37,M,2,43359,1,1,Adult,Young
68753,6426566,21,263,23,M,2,117604,3,3,Adult,Young
68754,7190541,21,253,38,M,3,672116,6,6,Adult,Young
68755,5056082,17,205,52,F,3,77835,2,2,Adult,Noob
68756,4719212,17,205,52,M,2,40097,7,7,Adult,Noob
68757,7496380,27,334,47,M,3,178650,6,6,Adult,Young
68758,1968280,20,251,35,M,4,969381,3,3,Adult,Young
68759,2871793,12,152,71,F,2,24221,4,4,Senior,Noob
68760,5686002,6,76,34,U,2,35693,5,5,Adult,New
68761,5736416,4,58,28,U,2,37942,5,5,Adult,New
68762,572287,5,64,20,U,3,72820,7,7,Adult,New
68763,671205,15,188,49,M,2,28125,3,3,Adult,Noob
68764,6190080,15,190,33,M,2,32665,2,2,Adult,Noob
68765,5178335,5,70,20,U,2,34377,5,5,Adult,New
68766,9398680,7,90,61,U,2,549045,7,7,Senior,New
68767,2507820,10,121,45,M,2,53586,3,3,Adult,New
68768,5639328,26,313,25,M,2,14766,7,7,Adult,Young
68769,8016924,12,154,44,M,2,60641,3,3,Adult,Noob
68770,3438924,14,179,29,F,2,37693,1,1,Adult,Noob
68771,5594233,15,184,28,F,3,114829,2,2,Adult,Noob
68772,3878071,14,169,61,F,2,27718,2,2,Senior,Noob
68773,1590558,4,59,19,U,2,24989,2,2,Adult,New
68774,9861389,24,298,52,F,3,774035,7,7,Adult,Young
68775,234185,23,287,59,M,3,23096,7,7,Adult,Young
68776,1153542,7,87,44,M,4,158111,7,7,Adult,New
68777,8171347,5,67,18,F,2,21540,5,5,Adult,New
68778,2896858,29,359,49,M,4,694531,5,5,Adult,Young
68779,9319646,6,78,40,U,2,29058,1,1,Adult,New
68780,6773828,9,109,53,F,2,65271,2,5,Adult,New
68781,3175466,8,106,66,F,2,40472,4,4,Senior,New
68782,5182502,5,67,32,F,2,283721,5,5,Adult,New
68783,9942744,7,85,27,U,2,44283,4,4,Adult,New
68784,5028830,7,91,30,U,2,97576,3,3,Adult,New
68785,4236982,16,195,40,F,2,130101,1,1,Adult,Noob
68786,2042236,16,196,35,M,2,20125,2,2,Adult,Noob
68787,5483887,21,253,51,M,2,342663,7,7,Adult,Young
68788,3206554,6,74,61,F,2,118075,3,3,Senior,New
68789,7566162,9,115,63,F,2,19725,1,1,Senior,New
68790,4845926,6,83,31,U,2,213872,7,7,Adult,New
68791,3806746,13,158,32,F,2,32870,1,1,Adult,Noob
68792,7844482,10,126,53,M,2,422107,7,7,Adult,New
68793,470656,15,189,67,U,2,37327,7,7,Senior,Noob
68794,7479322,27,333,61,M,2,169171,1,1,Senior,Young
68795,7924403,6,83,42,U,2,17304,2,2,Adult,New
68796,3837917,11,133,40,F,2,18864,6,6,Adult,Noob
68797,9262085,7,94,30,U,2,35635,1,1,Adult,New
68798,9915769,5,67,25,U,2,21093,3,3,Adult,New
68799,954245,16,193,42,M,2,27188,6,6,Adult,Noob
68800,8250484,4,58,42,U,2,14937,1,1,Adult,New
68801,8602760,26,316,55,M,3,77358,5,5,Adult,Young
68802,4757975,12,146,44,M,2,58492,3,3,Adult,Noob
68803,9823319,4,58,67,U,2,36415,1,1,Senior,New
68804,7342195,12,146,29,U,3,46021,3,4,Adult,Noob
68805,7204554,15,188,61,M,2,565519,4,4,Senior,Noob
68806,6376579,12,150,21,M,2,15726,7,7,Adult,Noob
68807,8464641,23,285,42,M,2,564581,3,3,Adult,Young
68808,1580466,22,269,63,F,2,37809,6,6,Senior,Young
68809,2070722,20,240,20,F,2,32820,7,7,Adult,Young
68810,8398747,18,227,75,M,3,2061804,7,7,Senior,Noob
68811,8464079,6,73,36,U,2,115665,6,6,Adult,New
68812,340137,14,177,53,F,2,22702,4,4,Adult,Noob
68813,1460311,12,152,34,F,2,15260,5,5,Adult,Noob
68814,7078481,7,94,39,U,2,19901,7,7,Adult,New
68815,3967937,11,135,43,F,2,43176,3,3,Adult,Noob
68816,2818853,16,192,35,M,3,39892,7,7,Adult,Noob
68817,1031296,2,34,54,U,3,283738,7,7,Adult,New
68818,5936624,6,76,19,F,3,122428,4,4,Adult,New
68819,8151104,8,99,54,U,2,19362,1,1,Adult,New
68820,9188516,5,70,43,U,2,22197,3,4,Adult,New
68821,6318645,7,90,27,M,4,191289,7,7,Adult,New
68822,4874630,12,147,57,F,3,70287,6,6,Adult,Noob
68823,2800529,5,64,23,U,3,79797,1,1,Adult,New
68824,2525273,11,133,24,M,3,65816,4,4,Adult,Noob
68825,1999416,24,295,79,M,2,108811,5,5,Senior,Young
68826,2937920,11,132,39,M,2,29804,4,4,Adult,Noob
68827,8852856,6,76,42,U,2,23423,2,2,Adult,New
68828,8695834,10,124,40,F,2,68169,1,1,Adult,New
68829,435650,15,189,47,M,2,38402,7,7,Adult,Noob
68830,7500955,13,156,88,M,2,49617,2,2,Senior,Noob
68831,527468,9,118,37,F,2,73423,7,7,Adult,New
68832,482339,12,152,60,F,2,130641,7,7,Adult,Noob
68833,8668783,23,281,20,F,2,25296,4,4,Adult,Young
68834,2417479,21,262,38,M,2,117934,7,7,Adult,Young
68835,6113793,14,178,56,M,2,39086,5,5,Adult,Noob
68836,3393216,33,400,60,F,3,322642,7,7,Adult,Experimented
68837,1267341,7,85,18,U,2,53192,4,4,Adult,New
68838,6298473,12,155,24,M,2,15791,2,2,Adult,Noob
68839,5584451,8,98,48,F,2,126529,7,7,Adult,New
68840,6435894,8,97,31,U,3,41400,3,3,Adult,New
68841,8202396,16,194,30,F,3,105729,3,3,Adult,Noob
68842,2088387,15,183,62,F,2,75044,1,1,Senior,Noob
68843,2481065,4,56,19,U,2,19045,6,6,Adult,New
68844,9935516,22,266,49,F,2,71952,2,2,Adult,Young
68845,4365860,11,141,56,F,2,44603,4,4,Adult,Noob
68846,8031000,13,159,27,F,3,46626,3,3,Adult,Noob
68847,1498216,9,110,30,M,2,37857,3,3,Adult,New
68848,9352105,5,60,58,U,3,734277,7,7,Adult,New
68849,9494780,15,180,49,M,2,120237,7,7,Adult,Noob
68850,9208203,15,183,46,M,2,530868,4,4,Adult,Noob
68851,1502999,11,139,35,F,3,31995,4,4,Adult,Noob
68852,5742479,7,89,48,M,4,61029,3,3,Adult,New
68853,6744782,15,184,34,F,3,288875,3,3,Adult,Noob
68854,2804035,5,64,51,F,2,55610,2,2,Adult,New
68855,2042690,23,278,58,U,2,316808,6,6,Adult,Young
68856,9810434,20,247,26,F,2,39604,2,2,Adult,Young
68857,3526021,22,270,45,F,4,491945,3,3,Adult,Young
68858,9368412,17,206,61,F,2,126486,7,7,Senior,Noob
68859,2737033,16,196,49,F,2,48765,3,3,Adult,Noob
68860,277538,5,71,22,U,2,19676,4,4,Adult,New
68861,1127018,11,143,59,F,2,17316,4,4,Adult,Noob
68862,765431,8,107,29,U,2,60693,7,7,Adult,New
68863,2989470,6,82,24,U,2,16509,1,1,Adult,New
68864,641842,11,137,67,F,2,114618,7,7,Senior,Noob
68865,673245,7,87,26,U,2,22855,7,7,Adult,New
68866,5088628,12,155,47,M,2,1586735,2,2,Adult,Noob
68867,656474,13,158,34,M,2,41159,5,5,Adult,Noob
68868,8761969,13,164,27,F,2,72222,4,4,Adult,Noob
68869,5337435,15,185,25,M,2,81399,7,7,Adult,Noob
68870,6688844,7,86,40,U,2,25543,4,4,Adult,New
68871,5459747,16,193,40,M,2,125294,7,7,Adult,Noob
68872,1742563,23,277,67,U,2,20213,5,5,Senior,Young
68873,4568836,21,261,72,F,2,41986,4,5,Senior,Young
68874,9685174,20,249,53,M,2,139638,2,2,Adult,Young
68875,5348067,10,124,57,F,2,160262,4,4,Adult,New
68876,2485096,5,66,65,F,3,46214,2,2,Senior,New
68877,5550321,7,92,71,F,2,36616,5,5,Senior,New
68878,5814821,7,86,48,U,2,48369,1,1,Adult,New
68879,611891,6,81,28,U,3,26869,1,1,Adult,New
68880,4406887,35,420,68,M,2,230719,6,6,Senior,Experimented
68881,7413719,8,97,59,U,2,26880,3,3,Adult,New
68882,434619,6,76,34,U,2,32217,7,7,Adult,New
68883,3073254,6,76,33,U,2,54087,6,6,Adult,New
68884,3787193,7,86,61,U,2,172384,5,5,Senior,New
68885,1038114,17,211,57,F,2,60620,3,3,Adult,Noob
68886,1677,23,280,43,M,2,152953,7,7,Adult,Young
68887,7355772,23,277,45,F,2,93370,3,3,Adult,Young
68888,5659932,23,276,58,F,2,164752,1,1,Adult,Young
68889,8640933,21,263,37,M,3,266959,4,4,Adult,Young
68890,1807525,11,142,35,F,2,19896,2,2,Adult,Noob
68891,7911216,15,190,44,M,2,156708,5,5,Adult,Noob
68892,7573651,4,59,51,U,2,19792,3,3,Adult,New
68893,7056088,14,178,72,M,2,360024,5,5,Senior,Noob
68894,9533528,15,189,64,M,2,54299,7,7,Senior,Noob
68895,8198742,7,88,29,U,3,225818,3,3,Adult,New
68896,6332253,8,97,62,F,2,379963,4,4,Senior,New
68897,5282858,15,190,64,F,2,42327,2,2,Senior,Noob
68898,9837220,4,56,55,U,2,25010,7,7,Adult,New
68899,5759789,4,59,25,U,3,80877,7,7,Adult,New
68900,2689273,5,64,55,U,2,20905,5,5,Adult,New
68901,4768151,4,58,22,U,2,39305,6,6,Adult,New
68902,8583,13,164,34,M,2,16093,7,7,Adult,Noob
68903,8783898,7,89,23,U,2,53269,4,4,Adult,New
68904,8217656,9,108,55,M,3,99417,7,7,Adult,New
68905,7638375,26,317,59,F,2,37997,4,4,Adult,Young
68906,3003220,15,180,35,F,2,105241,6,6,Adult,Noob
68907,28710,12,154,52,M,2,47384,6,6,Adult,Noob
68908,8443855,4,56,15,U,2,68134,1,1,Teen,New
68909,712005,16,193,64,F,2,168728,3,3,Senior,Noob
68910,751879,26,320,71,M,2,36174,1,1,Senior,Young
68911,2221700,16,192,49,M,3,589235,7,7,Adult,Noob
68912,1156407,14,178,26,M,2,122380,2,2,Adult,Noob
68913,3848462,5,67,20,U,3,190236,7,7,Adult,New
68914,2404166,22,268,19,M,2,16339,6,6,Adult,Young
68915,7100544,20,244,38,F,2,50892,4,4,Adult,Young
68916,9841932,18,216,26,U,2,55651,2,2,Adult,Noob
68917,9412178,26,316,74,F,4,151132,7,7,Senior,Young
68918,2964596,9,118,23,M,2,28007,2,3,Adult,New
68919,7740410,4,58,29,U,2,27014,3,3,Adult,New
68920,9482480,15,191,47,F,2,74912,5,5,Adult,Noob
68921,1433387,15,184,44,U,2,34028,4,4,Adult,Noob
68922,3688388,5,68,19,U,2,20539,4,4,Adult,New
68923,8686334,10,127,39,U,2,90106,3,3,Adult,New
68924,4054301,11,133,47,F,2,47293,5,5,Adult,Noob
68925,2899151,11,134,57,M,2,45751,7,7,Adult,Noob
68926,1776424,6,72,34,U,4,336455,3,3,Adult,New
68927,9983340,15,191,40,M,2,89669,7,7,Adult,Noob
68928,5686843,8,102,45,M,2,195266,2,2,Adult,New
68929,9314238,15,182,51,M,2,142652,4,4,Adult,Noob
68930,6291872,14,175,47,F,2,32854,2,2,Adult,Noob
68931,3472361,35,428,63,M,3,1420121,7,7,Senior,Experimented
68932,8380590,4,58,28,U,2,29810,2,2,Adult,New
68933,9259675,8,96,19,U,3,53972,4,4,Adult,New
68934,5786439,15,187,49,M,2,113554,2,2,Adult,Noob
68935,3618718,6,82,29,U,2,61186,1,1,Adult,New
68936,5738433,14,171,31,M,2,46770,5,5,Adult,Noob
68937,5455726,32,393,64,M,3,119775,6,6,Senior,Experimented
68938,2505758,8,106,26,M,3,64452,7,7,Adult,New
68939,6067994,20,249,57,M,3,54146,4,4,Adult,Young
68940,8927870,20,249,36,F,3,361750,6,6,Adult,Young
68941,8877151,17,212,41,M,3,116724,6,6,Adult,Noob
68942,8908913,11,136,67,M,2,195252,6,6,Senior,Noob
68943,364675,13,156,53,M,2,48155,4,4,Adult,Noob
68944,2505641,13,166,36,F,2,115151,2,2,Adult,Noob
68945,2822734,5,68,19,U,3,20468,5,5,Adult,New
68946,9253268,5,66,54,U,2,86475,3,3,Adult,New
68947,9917209,14,176,28,F,2,23163,2,2,Adult,Noob
68948,5815448,5,66,48,U,2,466754,7,7,Adult,New
68949,9141581,6,78,53,U,2,20555,7,7,Adult,New
68950,5124031,14,178,53,M,2,41037,3,3,Adult,Noob
68951,4042429,9,114,34,F,3,547831,5,5,Adult,New
68952,6047936,14,171,47,M,2,357063,5,5,Adult,Noob
68953,9558900,5,64,29,U,2,38497,5,5,Adult,New
68954,6242444,4,53,18,M,2,38004,5,5,Adult,New
68955,8205240,10,130,50,F,2,77446,3,3,Adult,New
68956,4657217,5,70,19,U,2,43669,7,7,Adult,New
68957,1358618,30,369,50,F,3,239967,2,2,Adult,Experimented
68958,2279678,21,261,36,M,3,330437,7,7,Adult,Young
68959,3850705,17,211,43,F,4,403506,7,7,Adult,Noob
68960,2195508,8,97,33,U,2,416942,5,5,Adult,New
68961,1802115,5,60,50,U,2,26351,2,2,Adult,New
68962,5883917,4,59,55,U,2,19830,3,3,Adult,New
68963,4800817,13,166,60,M,3,50424,7,7,Adult,Noob
68964,613879,7,92,45,F,2,21282,2,2,Adult,New
68965,2301236,4,59,40,U,2,39690,4,4,Adult,New
68966,2565957,4,59,49,U,2,87068,2,2,Adult,New
68967,2232802,8,103,32,U,2,38272,3,3,Adult,New
68968,4256373,10,120,30,M,2,89587,7,7,Adult,New
68969,5273919,21,258,67,F,2,20572,6,6,Senior,Young
68970,3313804,20,244,54,M,2,21552,4,4,Adult,Young
68971,200757,16,193,25,M,2,17852,1,1,Adult,Noob
68972,2503539,4,53,47,U,2,18445,2,2,Adult,New
68973,5053637,6,73,56,U,2,52787,3,3,Adult,New
68974,4305362,4,58,37,U,2,107278,7,7,Adult,New
68975,4700217,4,58,45,U,2,33965,2,2,Adult,New
68976,5143582,6,77,30,U,2,48544,4,4,Adult,New
68977,6367122,13,157,32,U,2,86538,4,4,Adult,Noob
68978,8789685,26,323,42,F,2,46470,6,6,Adult,Young
68979,8150179,6,74,26,U,2,21814,4,4,Adult,New
68980,9755966,12,154,47,F,2,28360,1,1,Adult,Noob
68981,1307202,11,136,36,M,2,85836,3,3,Adult,Noob
68982,5946325,4,59,24,U,2,22902,2,2,Adult,New
68983,1174054,23,276,55,M,2,60158,7,7,Adult,Young
68984,8218575,21,262,54,M,2,25962,4,4,Adult,Young
68985,7535641,17,207,59,M,3,151346,3,3,Adult,Noob
68986,5464297,10,126,55,M,3,230664,7,7,Adult,New
68987,148310,12,155,40,F,2,28096,1,1,Adult,Noob
68988,5523196,5,65,25,U,2,32566,4,4,Adult,New
68989,7651754,17,206,37,M,2,75412,1,1,Adult,Noob
68990,3057959,9,112,51,F,2,27236,2,2,Adult,New
68991,7498140,13,167,51,F,2,40820,2,2,Adult,Noob
68992,9765774,4,59,38,U,2,15017,1,1,Adult,New
68993,5380759,15,182,30,F,2,15316,5,5,Adult,Noob
68994,9227694,14,175,53,M,2,44418,3,3,Adult,Noob
68995,6893431,5,61,18,M,2,29642,2,2,Adult,New
68996,9859553,11,134,29,F,2,25471,2,2,Adult,Noob
68997,1829012,8,107,29,F,2,33269,1,2,Adult,New
68998,8210100,5,70,55,U,2,23491,2,2,Adult,New
68999,2563302,7,92,33,U,2,14034,1,1,Adult,New
69000,2917284,14,179,39,M,2,22065,2,2,Adult,Noob
69001,8062346,11,139,60,M,3,314105,7,7,Adult,Noob
69002,2685470,6,79,19,M,2,16585,5,5,Adult,New
69003,6319736,4,55,52,U,3,240789,5,5,Adult,New
69004,5825992,34,408,55,M,3,373236,7,7,Adult,Experimented
69005,1481057,22,274,45,F,2,68385,4,4,Adult,Young
69006,1589683,21,252,61,F,2,176033,4,4,Senior,Young
69007,1763235,20,245,49,U,2,253224,7,7,Adult,Young
69008,1289161,7,90,68,U,2,27768,4,4,Senior,New
69009,933196,14,171,69,F,2,895747,2,2,Senior,Noob
69010,482195,18,219,58,M,2,111515,6,6,Adult,Noob
69011,4106072,17,210,43,F,3,53253,3,3,Adult,Noob
69012,5282316,6,80,27,U,2,48288,6,6,Adult,New
69013,5173296,4,57,24,U,2,29779,5,5,Adult,New
69014,1826879,13,165,58,M,2,784216,3,3,Adult,Noob
69015,3833750,13,164,57,F,2,27358,7,7,Adult,Noob
69016,9935500,7,93,53,U,2,225559,3,3,Adult,New
69017,1063436,12,144,25,F,2,23779,7,7,Adult,Noob
69018,862532,14,169,54,F,2,278913,5,5,Adult,Noob
69019,5915756,24,298,45,F,2,239685,1,1,Adult,Young
69020,38384,22,268,66,M,2,56443,4,5,Senior,Young
69021,871422,21,259,71,M,3,178768,1,1,Senior,Young
69022,8652373,20,245,54,M,2,262773,7,7,Adult,Young
69023,5548845,20,241,54,M,2,86244,7,7,Adult,Young
69024,3700300,19,232,64,M,3,36563,2,2,Senior,Noob
69025,6243577,4,57,24,U,2,26939,4,4,Adult,New
69026,2681737,7,87,26,F,2,20378,3,3,Adult,New
69027,4630562,15,181,46,M,2,370864,5,5,Adult,Noob
69028,6507056,12,148,37,M,2,87787,5,5,Adult,Noob
69029,8573899,6,80,51,U,2,17722,1,1,Adult,New
69030,8331621,30,361,54,F,3,447285,7,7,Adult,Experimented
69031,1708806,9,117,44,F,2,181265,3,3,Adult,New
69032,7778242,20,241,43,F,3,1295897,6,6,Adult,Young
69033,5489439,13,158,43,M,2,116695,4,4,Adult,Noob
69034,4743257,15,186,52,F,2,42348,6,6,Adult,Noob
69035,8043576,7,88,30,U,2,27588,1,1,Adult,New
69036,5093610,14,173,54,F,2,127800,1,1,Adult,Noob
69037,8014419,14,175,27,F,3,44589,7,7,Adult,Noob
69038,7187967,10,120,25,M,2,45459,3,3,Adult,New
69039,4460031,26,321,64,F,2,250646,5,5,Senior,Young
69040,489766,6,83,29,U,4,68532,7,7,Adult,New
69041,23175,14,171,29,F,2,38458,3,3,Adult,Noob
69042,8736251,6,75,44,U,2,15154,1,1,Adult,New
69043,6288301,20,243,46,M,2,85284,7,7,Adult,Young
69044,2513043,14,174,73,F,2,74663,5,5,Senior,Noob
69045,7649998,6,83,26,U,3,61304,7,7,Adult,New
69046,3325307,5,69,58,M,2,226159,3,3,Adult,New
69047,4536698,9,108,23,F,2,19587,6,6,Adult,New
69048,2937432,8,103,28,U,2,54641,4,4,Adult,New
69049,7289932,14,179,45,F,2,15408,3,3,Adult,Noob
69050,4715702,13,157,46,M,2,36941,1,1,Adult,Noob
69051,1883926,5,67,53,U,2,45276,1,1,Adult,New
69052,7497489,5,67,37,U,2,29540,3,3,Adult,New
69053,5211504,16,199,46,F,2,172511,5,5,Adult,Noob
69054,7670038,11,142,34,F,2,33398,2,2,Adult,Noob
69055,1773272,6,73,23,U,2,42784,6,6,Adult,New
69056,4441156,4,59,24,U,2,38725,2,2,Adult,New
69057,1891038,12,152,28,F,3,69902,4,4,Adult,Noob
69058,4717812,7,94,21,U,2,46814,7,7,Adult,New
69059,6780317,6,77,20,M,2,19635,1,1,Adult,New
69060,5202539,18,226,54,M,2,119338,1,2,Adult,Noob
69061,1483645,16,192,40,M,2,27122,5,5,Adult,Noob
69062,6981566,14,170,27,F,2,129553,2,2,Adult,Noob
69063,6614101,5,60,29,U,2,177638,2,2,Adult,New
69064,6346639,21,252,50,F,3,192402,2,3,Adult,Young
69065,8985717,21,252,49,F,2,149075,1,1,Adult,Young
69066,6400630,18,218,44,M,2,89696,6,6,Adult,Noob
69067,6305720,5,66,28,F,2,63986,4,4,Adult,New
69068,5976354,13,160,36,F,2,18090,7,7,Adult,Noob
69069,2687513,9,111,40,F,2,57215,5,5,Adult,New
69070,5928380,8,105,29,M,3,82653,2,2,Adult,New
69071,6141296,6,74,28,U,2,22536,3,3,Adult,New
69072,8032602,7,89,33,U,2,69762,2,2,Adult,New
69073,2650836,7,89,51,U,2,36041,7,7,Adult,New
69074,3972702,6,78,17,U,3,41919,7,7,Teen,New
69075,4851725,14,176,65,M,2,82917,2,2,Senior,Noob
69076,7789345,4,59,20,U,2,16843,1,1,Adult,New
69077,1404094,24,288,47,U,3,102175,2,2,Adult,Young
69078,1649102,22,275,68,M,5,857878,7,7,Senior,Young
69079,4839177,22,264,69,M,3,425441,3,3,Senior,Young
69080,9978041,21,262,45,M,2,49800,7,7,Adult,Young
69081,682579,12,150,30,M,2,24973,3,3,Adult,Noob
69082,7777696,12,154,69,M,2,72721,2,2,Senior,Noob
69083,170258,6,73,24,U,2,38380,3,4,Adult,New
69084,6399963,10,126,32,F,2,16618,3,3,Adult,New
69085,8888655,16,192,65,F,2,45050,6,6,Senior,Noob
69086,9114729,15,181,38,M,3,43228,3,3,Adult,Noob
69087,7284905,7,86,47,U,2,50352,2,2,Adult,New
69088,9536595,17,210,50,M,2,388421,7,7,Adult,Noob
69089,2023248,16,201,55,U,2,453559,7,7,Adult,Noob
69090,1864777,31,382,57,F,2,330105,6,6,Adult,Experimented
69091,9203521,5,65,52,U,2,60348,3,3,Adult,New
69092,2475467,5,66,26,U,2,40384,2,2,Adult,New
69093,6990680,14,171,66,M,2,180987,4,4,Senior,Noob
69094,5642172,6,73,63,M,2,1992854,7,7,Senior,New
69095,3743275,11,133,66,M,2,261946,2,2,Senior,Noob
69096,8894592,6,78,81,U,2,99045,6,6,Senior,New
69097,3462887,7,94,56,U,2,40267,1,1,Adult,New
69098,5649009,7,95,50,U,2,31474,2,2,Adult,New
69099,932637,8,106,47,M,3,54616,7,7,Adult,New
69100,1551069,18,223,24,U,2,52835,3,3,Adult,Noob
69101,5434950,17,214,50,F,3,431479,5,5,Adult,Noob
69102,2995744,15,183,36,M,2,40276,7,7,Adult,Noob
69103,7551355,4,50,52,F,3,401787,1,1,Adult,New
69104,4385868,8,100,27,U,3,42441,7,7,Adult,New
69105,7468989,5,63,28,U,2,23855,6,6,Adult,New
69106,784421,10,122,26,M,2,88383,4,4,Adult,New
69107,8133410,7,94,22,F,3,85669,6,6,Adult,New
69108,6153681,5,68,31,U,3,222127,2,2,Adult,New
69109,2675494,7,94,45,U,3,572663,7,7,Adult,New
69110,6426024,10,121,56,F,2,100058,7,7,Adult,New
69111,9439199,7,94,49,U,2,26124,2,2,Adult,New
69112,9925049,28,336,56,F,2,318008,1,3,Adult,Young
69113,8240278,4,56,53,U,2,91183,3,3,Adult,New
69114,8331969,14,179,42,M,2,132358,1,1,Adult,Noob
69115,1140154,6,83,37,U,2,30970,4,4,Adult,New
69116,5251069,7,90,49,U,2,55255,2,3,Adult,New
69117,5212163,8,106,63,F,2,169362,6,6,Senior,New
69118,8305628,23,282,63,M,3,488967,3,3,Senior,Young
69119,5779623,19,238,64,U,3,227581,5,5,Senior,Noob
69120,1889999,15,190,64,F,2,108291,1,1,Senior,Noob
69121,3203097,6,76,50,U,2,25241,2,2,Adult,New
69122,3595441,12,146,31,F,2,23018,3,3,Adult,Noob
69123,5148749,16,196,44,M,2,195925,7,7,Adult,Noob
69124,7973598,5,67,58,U,3,69201,2,2,Adult,New
69125,339520,12,154,89,M,2,63107,3,3,Senior,Noob
69126,5696269,7,89,36,U,2,28753,5,5,Adult,New
69127,7638871,8,105,27,M,2,70683,7,7,Adult,New
69128,6197277,15,181,46,M,2,414598,7,7,Adult,Noob
69129,4327818,5,71,22,U,2,28252,2,2,Adult,New
69130,8182025,11,134,66,U,2,43706,5,5,Senior,Noob
69131,4968869,7,93,33,U,2,103411,1,1,Adult,New
69132,2250624,15,188,29,F,2,32250,2,2,Adult,Noob
69133,3863196,8,96,21,U,2,22797,2,2,Adult,New
